sample_id,label,angle,morpheme_path,start,end,duration,split
NIA_SL_WORD0145_REAL14_D,음주운전,D,generated_from_REAL14_keypoint,1.499,3.196,4.267,train
NIA_SL_WORD0145_REAL14_F,음주운전,F,generated_from_REAL14_keypoint,1.499,3.196,4.267,train
NIA_SL_WORD0145_REAL14_L,음주운전,L,generated_from_REAL14_keypoint,1.499,3.196,4.267,train
NIA_SL_WORD0145_REAL14_R,음주운전,R,generated_from_REAL14_keypoint,1.499,3.196,4.267,train
NIA_SL_WORD0145_REAL14_U,음주운전,U,generated_from_REAL14_keypoint,1.499,3.196,4.267,validation
NIA_SL_WORD0150_REAL14_D,개입하지않는다,D,generated_from_REAL14_keypoint,1.403,3.358,4.334,train
NIA_SL_WORD0150_REAL14_F,개입하지않는다,F,generated_from_REAL14_keypoint,1.403,3.358,4.334,train
NIA_SL_WORD0150_REAL14_L,개입하지않는다,L,generated_from_REAL14_keypoint,1.403,3.358,4.334,train
NIA_SL_WORD0150_REAL14_R,개입하지않는다,R,generated_from_REAL14_keypoint,1.403,3.358,4.334,train
NIA_SL_WORD0150_REAL14_U,개입하지않는다,U,generated_from_REAL14_keypoint,1.403,3.358,4.334,validation
NIA_SL_WORD0151_REAL14_D,음주운전,D,generated_from_REAL14_keypoint,1.852,4.419,5.367,train
NIA_SL_WORD0151_REAL14_F,음주운전,F,generated_from_REAL14_keypoint,1.852,4.419,5.367,train
NIA_SL_WORD0151_REAL14_L,음주운전,L,generated_from_REAL14_keypoint,1.852,4.419,5.367,train
NIA_SL_WORD0151_REAL14_R,음주운전,R,generated_from_REAL14_keypoint,1.852,4.419,5.367,train
NIA_SL_WORD0151_REAL14_U,음주운전,U,generated_from_REAL14_keypoint,1.852,4.419,5.367,validation
NIA_SL_WORD0178_REAL14_D,평가,D,generated_from_REAL14_keypoint,1.26,2.929,4.0,train
NIA_SL_WORD0178_REAL14_F,평가,F,generated_from_REAL14_keypoint,1.26,2.929,4.0,train
NIA_SL_WORD0178_REAL14_L,평가,L,generated_from_REAL14_keypoint,1.26,2.929,4.0,train
NIA_SL_WORD0178_REAL14_R,평가,R,generated_from_REAL14_keypoint,1.26,2.929,4.0,train
NIA_SL_WORD0178_REAL14_U,평가,U,generated_from_REAL14_keypoint,1.26,2.929,4.0,validation
NIA_SL_WORD0182_REAL14_D,화상채팅,D,generated_from_REAL14_keypoint,1.417,2.991,3.967,train
NIA_SL_WORD0182_REAL14_F,화상채팅,F,generated_from_REAL14_keypoint,1.417,2.991,3.967,train
NIA_SL_WORD0182_REAL14_L,화상채팅,L,generated_from_REAL14_keypoint,1.417,2.991,3.967,train
NIA_SL_WORD0182_REAL14_R,화상채팅,R,generated_from_REAL14_keypoint,1.417,2.991,3.967,train
NIA_SL_WORD0182_REAL14_U,화상채팅,U,generated_from_REAL14_keypoint,1.417,2.991,3.967,validation
NIA_SL_WORD0223_REAL14_D,복습,D,generated_from_REAL14_keypoint,0.991,2.47,3.5,train
NIA_SL_WORD0223_REAL14_F,복습,F,generated_from_REAL14_keypoint,0.991,2.47,3.5,train
NIA_SL_WORD0223_REAL14_L,복습,L,generated_from_REAL14_keypoint,0.991,2.47,3.5,train
NIA_SL_WORD0223_REAL14_R,복습,R,generated_from_REAL14_keypoint,0.991,2.47,3.5,train
NIA_SL_WORD0223_REAL14_U,복습,U,generated_from_REAL14_keypoint,0.991,2.47,3.5,validation
NIA_SL_WORD0325_REAL14_D,얼굴이빨개지다,D,generated_from_REAL14_keypoint,1.331,2.862,3.9,train
NIA_SL_WORD0325_REAL14_F,얼굴이빨개지다,F,generated_from_REAL14_keypoint,1.331,2.862,3.9,train
NIA_SL_WORD0325_REAL14_L,얼굴이빨개지다,L,generated_from_REAL14_keypoint,1.331,2.862,3.9,train
NIA_SL_WORD0325_REAL14_R,얼굴이빨개지다,R,generated_from_REAL14_keypoint,1.331,2.862,3.9,train
NIA_SL_WORD0325_REAL14_U,얼굴이빨개지다,U,generated_from_REAL14_keypoint,1.331,2.862,3.9,validation
NIA_SL_WORD0369_REAL14_D,신경쓰다,D,generated_from_REAL14_keypoint,1.264,2.494,3.567,train
NIA_SL_WORD0369_REAL14_F,신경쓰다,F,generated_from_REAL14_keypoint,1.264,2.494,3.567,train
NIA_SL_WORD0369_REAL14_L,신경쓰다,L,generated_from_REAL14_keypoint,1.264,2.494,3.567,train
NIA_SL_WORD0369_REAL14_R,신경쓰다,R,generated_from_REAL14_keypoint,1.264,2.494,3.567,train
NIA_SL_WORD0369_REAL14_U,신경쓰다,U,generated_from_REAL14_keypoint,1.264,2.494,3.567,validation
NIA_SL_WORD0377_REAL14_D,휴학,D,generated_from_REAL14_keypoint,0.562,2.387,3.467,train
NIA_SL_WORD0377_REAL14_F,휴학,F,generated_from_REAL14_keypoint,0.562,2.387,3.467,train
NIA_SL_WORD0377_REAL14_L,휴학,L,generated_from_REAL14_keypoint,0.562,2.387,3.467,train
NIA_SL_WORD0377_REAL14_R,휴학,R,generated_from_REAL14_keypoint,0.562,2.387,3.467,train
NIA_SL_WORD0377_REAL14_U,휴학,U,generated_from_REAL14_keypoint,0.562,2.387,3.467,validation
NIA_SL_WORD0378_REAL14_D,휴학,D,generated_from_REAL14_keypoint,1.502,2.912,3.834,train
NIA_SL_WORD0378_REAL14_F,휴학,F,generated_from_REAL14_keypoint,1.502,2.912,3.834,train
NIA_SL_WORD0378_REAL14_L,휴학,L,generated_from_REAL14_keypoint,1.502,2.912,3.834,train
NIA_SL_WORD0378_REAL14_R,휴학,R,generated_from_REAL14_keypoint,1.502,2.912,3.834,train
NIA_SL_WORD0378_REAL14_U,휴학,U,generated_from_REAL14_keypoint,1.502,2.912,3.834,validation
NIA_SL_WORD0389_REAL14_D,맞추다,D,generated_from_REAL14_keypoint,0.796,1.89,3.1,train
NIA_SL_WORD0389_REAL14_F,맞추다,F,generated_from_REAL14_keypoint,0.796,1.89,3.1,train
NIA_SL_WORD0389_REAL14_L,맞추다,L,generated_from_REAL14_keypoint,0.796,1.89,3.1,train
NIA_SL_WORD0389_REAL14_R,맞추다,R,generated_from_REAL14_keypoint,0.796,1.89,3.1,train
NIA_SL_WORD0389_REAL14_U,맞추다,U,generated_from_REAL14_keypoint,0.796,1.89,3.1,validation
NIA_SL_WORD0395_REAL14_D,실수,D,generated_from_REAL14_keypoint,1.062,2.422,3.467,train
NIA_SL_WORD0395_REAL14_F,실수,F,generated_from_REAL14_keypoint,1.062,2.422,3.467,train
NIA_SL_WORD0395_REAL14_L,실수,L,generated_from_REAL14_keypoint,1.062,2.422,3.467,train
NIA_SL_WORD0395_REAL14_R,실수,R,generated_from_REAL14_keypoint,1.062,2.422,3.467,train
NIA_SL_WORD0395_REAL14_U,실수,U,generated_from_REAL14_keypoint,1.062,2.422,3.467,validation
NIA_SL_WORD0400_REAL14_D,정밀검사,D,generated_from_REAL14_keypoint,0.95,2.94,3.934,train
NIA_SL_WORD0400_REAL14_F,정밀검사,F,generated_from_REAL14_keypoint,0.95,2.94,3.934,train
NIA_SL_WORD0400_REAL14_L,정밀검사,L,generated_from_REAL14_keypoint,0.95,2.94,3.934,train
NIA_SL_WORD0400_REAL14_R,정밀검사,R,generated_from_REAL14_keypoint,0.95,2.94,3.934,train
NIA_SL_WORD0400_REAL14_U,정밀검사,U,generated_from_REAL14_keypoint,0.95,2.94,3.934,validation
NIA_SL_WORD0450_REAL14_D,비좁다,D,generated_from_REAL14_keypoint,1.62,3.08,4.167,train
NIA_SL_WORD0450_REAL14_F,비좁다,F,generated_from_REAL14_keypoint,1.62,3.08,4.167,train
NIA_SL_WORD0450_REAL14_L,비좁다,L,generated_from_REAL14_keypoint,1.62,3.08,4.167,train
NIA_SL_WORD0450_REAL14_R,비좁다,R,generated_from_REAL14_keypoint,1.62,3.08,4.167,train
NIA_SL_WORD0450_REAL14_U,비좁다,U,generated_from_REAL14_keypoint,1.62,3.08,4.167,validation
NIA_SL_WORD0454_REAL14_D,날쎄다,D,generated_from_REAL14_keypoint,1.827,3.423,4.367,train
NIA_SL_WORD0454_REAL14_F,날쎄다,F,generated_from_REAL14_keypoint,1.827,3.423,4.367,train
NIA_SL_WORD0454_REAL14_L,날쎄다,L,generated_from_REAL14_keypoint,1.827,3.423,4.367,train
NIA_SL_WORD0454_REAL14_R,날쎄다,R,generated_from_REAL14_keypoint,1.827,3.423,4.367,train
NIA_SL_WORD0454_REAL14_U,날쎄다,U,generated_from_REAL14_keypoint,1.827,3.423,4.367,validation
NIA_SL_WORD0456_REAL14_D,쑥쓰럽다,D,generated_from_REAL14_keypoint,1.088,2.355,3.334,train
NIA_SL_WORD0456_REAL14_F,쑥쓰럽다,F,generated_from_REAL14_keypoint,1.088,2.355,3.334,train
NIA_SL_WORD0456_REAL14_L,쑥쓰럽다,L,generated_from_REAL14_keypoint,1.088,2.355,3.334,train
NIA_SL_WORD0456_REAL14_R,쑥쓰럽다,R,generated_from_REAL14_keypoint,1.088,2.355,3.334,train
NIA_SL_WORD0456_REAL14_U,쑥쓰럽다,U,generated_from_REAL14_keypoint,1.088,2.355,3.334,validation
NIA_SL_WORD0463_REAL14_D,결합을끊다,D,generated_from_REAL14_keypoint,1.453,2.956,4.0,train
NIA_SL_WORD0463_REAL14_F,결합을끊다,F,generated_from_REAL14_keypoint,1.453,2.956,4.0,train
NIA_SL_WORD0463_REAL14_L,결합을끊다,L,generated_from_REAL14_keypoint,1.453,2.956,4.0,train
NIA_SL_WORD0463_REAL14_R,결합을끊다,R,generated_from_REAL14_keypoint,1.453,2.956,4.0,train
NIA_SL_WORD0463_REAL14_U,결합을끊다,U,generated_from_REAL14_keypoint,1.453,2.956,4.0,validation
NIA_SL_WORD0468_REAL14_D,담당,D,generated_from_REAL14_keypoint,0.926,2.257,3.867,train
NIA_SL_WORD0468_REAL14_F,담당,F,generated_from_REAL14_keypoint,0.926,2.257,3.867,train
NIA_SL_WORD0468_REAL14_L,담당,L,generated_from_REAL14_keypoint,0.926,2.257,3.867,train
NIA_SL_WORD0468_REAL14_R,담당,R,generated_from_REAL14_keypoint,0.926,2.257,3.867,train
NIA_SL_WORD0468_REAL14_U,담당,U,generated_from_REAL14_keypoint,0.926,2.257,3.867,validation
NIA_SL_WORD0475_REAL14_D,대성공,D,generated_from_REAL14_keypoint,1.329,3.183,4.234,train
NIA_SL_WORD0475_REAL14_F,대성공,F,generated_from_REAL14_keypoint,1.329,3.183,4.234,train
NIA_SL_WORD0475_REAL14_L,대성공,L,generated_from_REAL14_keypoint,1.329,3.183,4.234,train
NIA_SL_WORD0475_REAL14_R,대성공,R,generated_from_REAL14_keypoint,1.329,3.183,4.234,train
NIA_SL_WORD0475_REAL14_U,대성공,U,generated_from_REAL14_keypoint,1.329,3.183,4.234,validation
NIA_SL_WORD0491_REAL14_D,무덤덤,D,generated_from_REAL14_keypoint,0.425,1.619,2.9,train
NIA_SL_WORD0491_REAL14_F,무덤덤,F,generated_from_REAL14_keypoint,0.425,1.619,2.9,train
NIA_SL_WORD0491_REAL14_L,무덤덤,L,generated_from_REAL14_keypoint,0.425,1.619,2.9,train
NIA_SL_WORD0491_REAL14_R,무덤덤,R,generated_from_REAL14_keypoint,0.425,1.619,2.9,train
NIA_SL_WORD0491_REAL14_U,무덤덤,U,generated_from_REAL14_keypoint,0.425,1.619,2.9,validation
NIA_SL_WORD0494_REAL14_D,담당,D,generated_from_REAL14_keypoint,1.367,2.698,3.9,train
NIA_SL_WORD0494_REAL14_F,담당,F,generated_from_REAL14_keypoint,1.367,2.698,3.9,train
NIA_SL_WORD0494_REAL14_L,담당,L,generated_from_REAL14_keypoint,1.367,2.698,3.9,train
NIA_SL_WORD0494_REAL14_R,담당,R,generated_from_REAL14_keypoint,1.367,2.698,3.9,train
NIA_SL_WORD0494_REAL14_U,담당,U,generated_from_REAL14_keypoint,1.367,2.698,3.9,validation
NIA_SL_WORD0495_REAL14_D,생각못하다,D,generated_from_REAL14_keypoint,1.721,2.83,3.967,train
NIA_SL_WORD0495_REAL14_F,생각못하다,F,generated_from_REAL14_keypoint,1.721,2.83,3.967,train
NIA_SL_WORD0495_REAL14_L,생각못하다,L,generated_from_REAL14_keypoint,1.721,2.83,3.967,train
NIA_SL_WORD0495_REAL14_R,생각못하다,R,generated_from_REAL14_keypoint,1.721,2.83,3.967,train
NIA_SL_WORD0495_REAL14_U,생각못하다,U,generated_from_REAL14_keypoint,1.721,2.83,3.967,validation
NIA_SL_WORD0500_REAL14_D,마음에들다,D,generated_from_REAL14_keypoint,1.717,2.79,3.934,train
NIA_SL_WORD0500_REAL14_F,마음에들다,F,generated_from_REAL14_keypoint,1.717,2.79,3.934,train
NIA_SL_WORD0500_REAL14_L,마음에들다,L,generated_from_REAL14_keypoint,1.717,2.79,3.934,train
NIA_SL_WORD0500_REAL14_R,마음에들다,R,generated_from_REAL14_keypoint,1.717,2.79,3.934,train
NIA_SL_WORD0500_REAL14_U,마음에들다,U,generated_from_REAL14_keypoint,1.717,2.79,3.934,validation
NIA_SL_WORD0510_REAL14_D,고급지다,D,generated_from_REAL14_keypoint,1.16,2.852,3.667,train
NIA_SL_WORD0510_REAL14_F,고급지다,F,generated_from_REAL14_keypoint,1.16,2.852,3.667,train
NIA_SL_WORD0510_REAL14_L,고급지다,L,generated_from_REAL14_keypoint,1.16,2.852,3.667,train
NIA_SL_WORD0510_REAL14_R,고급지다,R,generated_from_REAL14_keypoint,1.16,2.852,3.667,train
NIA_SL_WORD0510_REAL14_U,고급지다,U,generated_from_REAL14_keypoint,1.16,2.852,3.667,validation
NIA_SL_WORD0514_REAL14_D,사라지다,D,generated_from_REAL14_keypoint,1.672,3.346,4.167,train
NIA_SL_WORD0514_REAL14_F,사라지다,F,generated_from_REAL14_keypoint,1.672,3.346,4.167,train
NIA_SL_WORD0514_REAL14_L,사라지다,L,generated_from_REAL14_keypoint,1.672,3.346,4.167,train
NIA_SL_WORD0514_REAL14_R,사라지다,R,generated_from_REAL14_keypoint,1.672,3.346,4.167,train
NIA_SL_WORD0514_REAL14_U,사라지다,U,generated_from_REAL14_keypoint,1.672,3.346,4.167,validation
NIA_SL_WORD0527_REAL14_D,문잠그다,D,generated_from_REAL14_keypoint,1.196,2.75,3.634,train
NIA_SL_WORD0527_REAL14_F,문잠그다,F,generated_from_REAL14_keypoint,1.196,2.75,3.634,train
NIA_SL_WORD0527_REAL14_L,문잠그다,L,generated_from_REAL14_keypoint,1.196,2.75,3.634,train
NIA_SL_WORD0527_REAL14_R,문잠그다,R,generated_from_REAL14_keypoint,1.196,2.75,3.634,train
NIA_SL_WORD0527_REAL14_U,문잠그다,U,generated_from_REAL14_keypoint,1.196,2.75,3.634,validation
NIA_SL_WORD0530_REAL14_D,묻다,D,generated_from_REAL14_keypoint,1.386,2.413,3.234,train
NIA_SL_WORD0530_REAL14_F,묻다,F,generated_from_REAL14_keypoint,1.386,2.413,3.234,train
NIA_SL_WORD0530_REAL14_L,묻다,L,generated_from_REAL14_keypoint,1.386,2.413,3.234,train
NIA_SL_WORD0530_REAL14_R,묻다,R,generated_from_REAL14_keypoint,1.386,2.413,3.234,train
NIA_SL_WORD0530_REAL14_U,묻다,U,generated_from_REAL14_keypoint,1.386,2.413,3.234,validation
NIA_SL_WORD0540_REAL14_D,밀거래,D,generated_from_REAL14_keypoint,1.496,3.027,3.9,train
NIA_SL_WORD0540_REAL14_F,밀거래,F,generated_from_REAL14_keypoint,1.496,3.027,3.9,train
NIA_SL_WORD0540_REAL14_L,밀거래,L,generated_from_REAL14_keypoint,1.496,3.027,3.9,train
NIA_SL_WORD0540_REAL14_R,밀거래,R,generated_from_REAL14_keypoint,1.496,3.027,3.9,train
NIA_SL_WORD0540_REAL14_U,밀거래,U,generated_from_REAL14_keypoint,1.496,3.027,3.9,validation
NIA_SL_WORD0543_REAL14_D,밀거래,D,generated_from_REAL14_keypoint,1.589,3.435,4.434,train
NIA_SL_WORD0543_REAL14_F,밀거래,F,generated_from_REAL14_keypoint,1.589,3.435,4.434,train
NIA_SL_WORD0543_REAL14_L,밀거래,L,generated_from_REAL14_keypoint,1.589,3.435,4.434,train
NIA_SL_WORD0543_REAL14_R,밀거래,R,generated_from_REAL14_keypoint,1.589,3.435,4.434,train
NIA_SL_WORD0543_REAL14_U,밀거래,U,generated_from_REAL14_keypoint,1.589,3.435,4.434,validation
NIA_SL_WORD0560_REAL14_D,결심,D,generated_from_REAL14_keypoint,1.412,2.502,3.334,train
NIA_SL_WORD0560_REAL14_F,결심,F,generated_from_REAL14_keypoint,1.412,2.502,3.334,train
NIA_SL_WORD0560_REAL14_L,결심,L,generated_from_REAL14_keypoint,1.412,2.502,3.334,train
NIA_SL_WORD0560_REAL14_R,결심,R,generated_from_REAL14_keypoint,1.412,2.502,3.334,train
NIA_SL_WORD0560_REAL14_U,결심,U,generated_from_REAL14_keypoint,1.412,2.502,3.334,validation
NIA_SL_WORD0562_REAL14_D,번거롭다,D,generated_from_REAL14_keypoint,2.489,4.249,5.167,train
NIA_SL_WORD0562_REAL14_F,번거롭다,F,generated_from_REAL14_keypoint,2.489,4.249,5.167,train
NIA_SL_WORD0562_REAL14_L,번거롭다,L,generated_from_REAL14_keypoint,2.489,4.249,5.167,train
NIA_SL_WORD0562_REAL14_R,번거롭다,R,generated_from_REAL14_keypoint,2.489,4.249,5.167,train
NIA_SL_WORD0562_REAL14_U,번거롭다,U,generated_from_REAL14_keypoint,2.489,4.249,5.167,validation
NIA_SL_WORD0564_REAL14_D,베다,D,generated_from_REAL14_keypoint,1.862,3.777,4.867,train
NIA_SL_WORD0564_REAL14_F,베다,F,generated_from_REAL14_keypoint,1.862,3.777,4.867,train
NIA_SL_WORD0564_REAL14_L,베다,L,generated_from_REAL14_keypoint,1.862,3.777,4.867,train
NIA_SL_WORD0564_REAL14_R,베다,R,generated_from_REAL14_keypoint,1.862,3.777,4.867,train
NIA_SL_WORD0564_REAL14_U,베다,U,generated_from_REAL14_keypoint,1.862,3.777,4.867,validation
NIA_SL_WORD0571_REAL14_D,쓰러지다,D,generated_from_REAL14_keypoint,1.23,2.927,3.8,train
NIA_SL_WORD0571_REAL14_F,쓰러지다,F,generated_from_REAL14_keypoint,1.23,2.927,3.8,train
NIA_SL_WORD0571_REAL14_L,쓰러지다,L,generated_from_REAL14_keypoint,1.23,2.927,3.8,train
NIA_SL_WORD0571_REAL14_R,쓰러지다,R,generated_from_REAL14_keypoint,1.23,2.927,3.8,train
NIA_SL_WORD0571_REAL14_U,쓰러지다,U,generated_from_REAL14_keypoint,1.23,2.927,3.8,validation
NIA_SL_WORD0586_REAL14_D,가쁘다,D,generated_from_REAL14_keypoint,1.629,3.596,4.634,train
NIA_SL_WORD0586_REAL14_F,가쁘다,F,generated_from_REAL14_keypoint,1.629,3.596,4.634,train
NIA_SL_WORD0586_REAL14_L,가쁘다,L,generated_from_REAL14_keypoint,1.629,3.596,4.634,train
NIA_SL_WORD0586_REAL14_R,가쁘다,R,generated_from_REAL14_keypoint,1.629,3.596,4.634,train
NIA_SL_WORD0586_REAL14_U,가쁘다,U,generated_from_REAL14_keypoint,1.629,3.596,4.634,validation
NIA_SL_WORD0592_REAL14_D,자비없다,D,generated_from_REAL14_keypoint,1.299,2.825,3.634,train
NIA_SL_WORD0592_REAL14_F,자비없다,F,generated_from_REAL14_keypoint,1.299,2.825,3.634,train
NIA_SL_WORD0592_REAL14_L,자비없다,L,generated_from_REAL14_keypoint,1.299,2.825,3.634,train
NIA_SL_WORD0592_REAL14_R,자비없다,R,generated_from_REAL14_keypoint,1.299,2.825,3.634,train
NIA_SL_WORD0592_REAL14_U,자비없다,U,generated_from_REAL14_keypoint,1.299,2.825,3.634,validation
NIA_SL_WORD0597_REAL14_D,삐치다,D,generated_from_REAL14_keypoint,1.396,2.996,4.167,train
NIA_SL_WORD0597_REAL14_F,삐치다,F,generated_from_REAL14_keypoint,1.396,2.996,4.167,train
NIA_SL_WORD0597_REAL14_L,삐치다,L,generated_from_REAL14_keypoint,1.396,2.996,4.167,train
NIA_SL_WORD0597_REAL14_R,삐치다,R,generated_from_REAL14_keypoint,1.396,2.996,4.167,train
NIA_SL_WORD0597_REAL14_U,삐치다,U,generated_from_REAL14_keypoint,1.396,2.996,4.167,validation
NIA_SL_WORD0638_REAL14_D,사납다,D,generated_from_REAL14_keypoint,1.891,3.823,4.667,train
NIA_SL_WORD0638_REAL14_F,사납다,F,generated_from_REAL14_keypoint,1.891,3.823,4.667,train
NIA_SL_WORD0638_REAL14_L,사납다,L,generated_from_REAL14_keypoint,1.891,3.823,4.667,train
NIA_SL_WORD0638_REAL14_R,사납다,R,generated_from_REAL14_keypoint,1.891,3.823,4.667,train
NIA_SL_WORD0638_REAL14_U,사납다,U,generated_from_REAL14_keypoint,1.891,3.823,4.667,validation
NIA_SL_WORD0664_REAL14_D,숨차다,D,generated_from_REAL14_keypoint,1.625,2.916,3.834,train
NIA_SL_WORD0664_REAL14_F,숨차다,F,generated_from_REAL14_keypoint,1.625,2.916,3.834,train
NIA_SL_WORD0664_REAL14_L,숨차다,L,generated_from_REAL14_keypoint,1.625,2.916,3.834,train
NIA_SL_WORD0664_REAL14_R,숨차다,R,generated_from_REAL14_keypoint,1.625,2.916,3.834,train
NIA_SL_WORD0664_REAL14_U,숨차다,U,generated_from_REAL14_keypoint,1.625,2.916,3.834,validation
NIA_SL_WORD0670_REAL14_D,시달리다,D,generated_from_REAL14_keypoint,1.342,3.343,4.267,train
NIA_SL_WORD0670_REAL14_F,시달리다,F,generated_from_REAL14_keypoint,1.342,3.343,4.267,train
NIA_SL_WORD0670_REAL14_L,시달리다,L,generated_from_REAL14_keypoint,1.342,3.343,4.267,train
NIA_SL_WORD0670_REAL14_R,시달리다,R,generated_from_REAL14_keypoint,1.342,3.343,4.267,train
NIA_SL_WORD0670_REAL14_U,시달리다,U,generated_from_REAL14_keypoint,1.342,3.343,4.267,validation
NIA_SL_WORD0677_REAL14_D,신통하다,D,generated_from_REAL14_keypoint,1.639,3.279,4.1,train
NIA_SL_WORD0677_REAL14_F,신통하다,F,generated_from_REAL14_keypoint,1.639,3.279,4.1,train
NIA_SL_WORD0677_REAL14_L,신통하다,L,generated_from_REAL14_keypoint,1.639,3.279,4.1,train
NIA_SL_WORD0677_REAL14_R,신통하다,R,generated_from_REAL14_keypoint,1.639,3.279,4.1,train
NIA_SL_WORD0677_REAL14_U,신통하다,U,generated_from_REAL14_keypoint,1.639,3.279,4.1,validation
NIA_SL_WORD0684_REAL14_D,괴롭다,D,generated_from_REAL14_keypoint,1.519,3.423,4.1,train
NIA_SL_WORD0684_REAL14_F,괴롭다,F,generated_from_REAL14_keypoint,1.519,3.423,4.1,train
NIA_SL_WORD0684_REAL14_L,괴롭다,L,generated_from_REAL14_keypoint,1.519,3.423,4.1,train
NIA_SL_WORD0684_REAL14_R,괴롭다,R,generated_from_REAL14_keypoint,1.519,3.423,4.1,train
NIA_SL_WORD0684_REAL14_U,괴롭다,U,generated_from_REAL14_keypoint,1.519,3.423,4.1,validation
NIA_SL_WORD0687_REAL14_D,아끼다,D,generated_from_REAL14_keypoint,1.893,3.361,4.234,train
NIA_SL_WORD0687_REAL14_F,아끼다,F,generated_from_REAL14_keypoint,1.893,3.361,4.234,train
NIA_SL_WORD0687_REAL14_L,아끼다,L,generated_from_REAL14_keypoint,1.893,3.361,4.234,train
NIA_SL_WORD0687_REAL14_R,아끼다,R,generated_from_REAL14_keypoint,1.893,3.361,4.234,train
NIA_SL_WORD0687_REAL14_U,아끼다,U,generated_from_REAL14_keypoint,1.893,3.361,4.234,validation
NIA_SL_WORD0689_REAL14_D,통증,D,generated_from_REAL14_keypoint,1.706,3.272,4.167,train
NIA_SL_WORD0689_REAL14_F,통증,F,generated_from_REAL14_keypoint,1.706,3.272,4.167,train
NIA_SL_WORD0689_REAL14_L,통증,L,generated_from_REAL14_keypoint,1.706,3.272,4.167,train
NIA_SL_WORD0689_REAL14_R,통증,R,generated_from_REAL14_keypoint,1.706,3.272,4.167,train
NIA_SL_WORD0689_REAL14_U,통증,U,generated_from_REAL14_keypoint,1.706,3.272,4.167,validation
NIA_SL_WORD0694_REAL14_D,나빠지다,D,generated_from_REAL14_keypoint,1.482,3.099,4.0,train
NIA_SL_WORD0694_REAL14_F,나빠지다,F,generated_from_REAL14_keypoint,1.482,3.099,4.0,train
NIA_SL_WORD0694_REAL14_L,나빠지다,L,generated_from_REAL14_keypoint,1.482,3.099,4.0,train
NIA_SL_WORD0694_REAL14_R,나빠지다,R,generated_from_REAL14_keypoint,1.482,3.099,4.0,train
NIA_SL_WORD0694_REAL14_U,나빠지다,U,generated_from_REAL14_keypoint,1.482,3.099,4.0,validation
NIA_SL_WORD0699_REAL14_D,깜깜하다,D,generated_from_REAL14_keypoint,1.496,3.027,3.934,train
NIA_SL_WORD0699_REAL14_F,깜깜하다,F,generated_from_REAL14_keypoint,1.496,3.027,3.934,train
NIA_SL_WORD0699_REAL14_L,깜깜하다,L,generated_from_REAL14_keypoint,1.496,3.027,3.934,train
NIA_SL_WORD0699_REAL14_R,깜깜하다,R,generated_from_REAL14_keypoint,1.496,3.027,3.934,train
NIA_SL_WORD0699_REAL14_U,깜깜하다,U,generated_from_REAL14_keypoint,1.496,3.027,3.934,validation
NIA_SL_WORD0702_REAL14_D,안쓰럽다,D,generated_from_REAL14_keypoint,1.491,3.297,4.267,train
NIA_SL_WORD0702_REAL14_F,안쓰럽다,F,generated_from_REAL14_keypoint,1.491,3.297,4.267,train
NIA_SL_WORD0702_REAL14_L,안쓰럽다,L,generated_from_REAL14_keypoint,1.491,3.297,4.267,train
NIA_SL_WORD0702_REAL14_R,안쓰럽다,R,generated_from_REAL14_keypoint,1.491,3.297,4.267,train
NIA_SL_WORD0702_REAL14_U,안쓰럽다,U,generated_from_REAL14_keypoint,1.491,3.297,4.267,validation
NIA_SL_WORD0708_REAL14_D,얌전하다,D,generated_from_REAL14_keypoint,1.717,3.495,4.367,train
NIA_SL_WORD0708_REAL14_F,얌전하다,F,generated_from_REAL14_keypoint,1.717,3.495,4.367,train
NIA_SL_WORD0708_REAL14_L,얌전하다,L,generated_from_REAL14_keypoint,1.717,3.495,4.367,train
NIA_SL_WORD0708_REAL14_R,얌전하다,R,generated_from_REAL14_keypoint,1.717,3.495,4.367,train
NIA_SL_WORD0708_REAL14_U,얌전하다,U,generated_from_REAL14_keypoint,1.717,3.495,4.367,validation
NIA_SL_WORD0713_REAL14_D,온순하다,D,generated_from_REAL14_keypoint,1.684,3.628,4.5,train
NIA_SL_WORD0713_REAL14_F,온순하다,F,generated_from_REAL14_keypoint,1.684,3.628,4.5,train
NIA_SL_WORD0713_REAL14_L,온순하다,L,generated_from_REAL14_keypoint,1.684,3.628,4.5,train
NIA_SL_WORD0713_REAL14_R,온순하다,R,generated_from_REAL14_keypoint,1.684,3.628,4.5,train
NIA_SL_WORD0713_REAL14_U,온순하다,U,generated_from_REAL14_keypoint,1.684,3.628,4.5,validation
NIA_SL_WORD0719_REAL14_D,깎다,D,generated_from_REAL14_keypoint,1.615,2.992,3.767,train
NIA_SL_WORD0719_REAL14_F,깎다,F,generated_from_REAL14_keypoint,1.615,2.992,3.767,train
NIA_SL_WORD0719_REAL14_L,깎다,L,generated_from_REAL14_keypoint,1.615,2.992,3.767,train
NIA_SL_WORD0719_REAL14_R,깎다,R,generated_from_REAL14_keypoint,1.615,2.992,3.767,train
NIA_SL_WORD0719_REAL14_U,깎다,U,generated_from_REAL14_keypoint,1.615,2.992,3.767,validation
NIA_SL_WORD0731_REAL14_D,연하다,D,generated_from_REAL14_keypoint,1.588,2.919,3.734,train
NIA_SL_WORD0731_REAL14_F,연하다,F,generated_from_REAL14_keypoint,1.588,2.919,3.734,train
